,gene,transcript,protein_change,score,pvalue,qvalue,info
4154,CUL4B,ENST00000404115,.,.,0,1,.
4155,CUL5,ENST00000393094,.,.,0,1,.
4156,CUL7,ENST00000535468,.,.,0,1,.
4157,CUL9,ENST00000252050,.,.,0,1,.
4158,CUTC,ENST00000370476,.,.,0,1,.
4159,CUX1,ENST00000437600,.,.,0,1,.
4160,CWF19L2,ENST00000282251,.,.,0,1,.
4161,CXADR,ENST00000284878,.,.,0,1,.
4162,CXCL5,ENST00000296027,.,.,0,1,.
4163,CXCR2,ENST00000318507,.,.,0,1,.
4164,CXXC1,ENST00000412036,.,.,0,1,.
4165,CYB561,ENST00000392976,.,.,0,1,.
4166,CYB5B,ENST00000307892,.,.,0,1,.
4167,CYB5R2,ENST00000533558,.,.,0,1,.
4168,CYB5R3,ENST00000361740,.,.,0,1,.
4169,CYB5R4,ENST00000369681,.,.,0,1,.
4170,CYBA,ENST00000261623,.,.,0,1,.
4171,CYBB,ENST00000378588,.,.,0,1,.
4172,CYBRD1,ENST00000321348,.,.,0,1,.
4173,CYCS,ENST00000305786,.,.,0,1,.
4174,CYFIP1,ENST00000313077,.,.,0,1,.
4175,CYGB,ENST00000293230,.,.,0,1,.
4176,CYLC1,ENST00000329312,.,.,0,1,.
4177,CYLD,ENST00000427738,.,.,0,1,.
4178,CYP17A1,ENST00000369887,.,.,0,1,.
4179,CYP19A1,ENST00000396402,.,.,0,1,.
4180,CYP1A1,ENST00000379727,.,.,0,1,.
4181,CYP24A1,ENST00000216862,.,.,0,1,.
4182,CYP27A1,ENST00000258415,.,.,0,1,.
4183,CYP2A13,ENST00000330436,.,.,0,1,.
4184,CYP2A6,ENST00000301141,.,.,0,1,.
4185,CYP2B6,ENST00000324071,.,.,0,1,.
4186,CYP2C19,ENST00000371321,.,.,0,1,.
4187,CYP2C8,ENST00000371270,.,.,0,1,.
4188,CYP2C9,ENST00000260682,.,.,0,1,.
4189,CYP2D6,ENST00000360608,.,.,0,1,.
4190,CYP2J2,ENST00000371204,.,.,0,1,.
4191,CYP3A5,ENST00000222982,.,.,0,1,.
4192,CYP51A1,ENST00000003100,.,.,0,1,.
4193,CYP7A1,ENST00000301645,.,.,0,1,.
4194,CYP8B1,ENST00000316161,.,.,0,1,.
4195,CYSLTR1,ENST00000373304,.,.,0,1,.
4196,CYTH1,ENST00000361101,.,.,0,1,.
4197,CYTH2,ENST00000452733,.,.,0,1,.
4198,CYTH3,ENST00000350796,.,.,0,1,.
4199,DAAM1,ENST00000395125,.,.,0,1,.
4200,DAAM2,ENST00000398904,.,.,0,1,.
4201,DAB1,ENST00000371236,.,.,0,1,.
4202,DAB2IP,ENST00000259371,.,.,0,1,.
4203,DACH1,ENST00000305425,.,.,0,1,.
4204,DACT3,ENST00000391916,.,.,0,1,.
4205,DAD1,ENST00000250498,.,.,0,1,.
4206,DAGLA,ENST00000257215,.,.,0,1,.
4207,DAGLB,ENST00000297056,.,.,0,1,.
4208,DAP,ENST00000230895,.,.,0,1,.
4209,DAP3,ENST00000368336,.,.,0,1,.
4210,DAPK1,ENST00000408954,.,.,0,1,.
4211,DAPK2,ENST00000261891,.,.,0,1,.
4212,DAPK3,ENST00000545797,.,.,0,1,.
4213,DAPL1,ENST00000309950,.,.,0,1,.
4214,DAPP1,ENST00000512369,.,.,0,1,.
4215,DARS,ENST00000264161,.,.,0,1,.
4216,DARS2,ENST00000361951,.,.,0,1,.
4217,DAXX,ENST00000374542,.,.,0,1,.
4218,DAZAP1,ENST00000233078,.,.,0,1,.
4219,DBI,ENST00000542275,.,.,0,1,.
4220,DBNDD1,ENST00000304733,.,.,0,1,.
4221,DBP,ENST00000222122,.,.,0,1,.
4222,DBR1,ENST00000260803,.,.,0,1,.
4223,DCAF10,ENST00000377724,.,.,0,1,.
4224,DCAF12L1,ENST00000371126,.,.,0,1,.
4225,DCAF17,ENST00000375255,.,.,0,1,.
4226,DCAF4,ENST00000358377,.,.,0,1,.
4227,DCAF4L2,ENST00000319675,.,.,0,1,.
4228,DCAF5,ENST00000341516,.,.,0,1,.
4229,DCAF6,ENST00000367840,.,.,0,1,.
4230,DCAF7,ENST00000415273,.,.,0,1,.
4231,DCAF8,ENST00000556710,.,.,0,1,.
4232,DCAKD,ENST00000452796,.,.,0,1,.
4233,DCBLD2,ENST00000326840,.,.,0,1,.
4234,DCC,ENST00000442544,.,.,0,1,.
4235,DCD,ENST00000293371,.,.,0,1,.
4236,DCDC2,ENST00000378454,.,.,0,1,.
4237,DCDC2B,ENST00000409358,.,.,0,1,.
4238,DCHS1,ENST00000299441,.,.,0,1,.
4239,DCHS2,ENST00000443500,.,.,0,1,.
4240,DCLK1,ENST00000255448,.,.,0,1,.
4241,DCLK2,ENST00000302176,.,.,0,1,.
4242,DCLK3,ENST00000416516,.,.,0,1,.
4243,DCLRE1A,ENST00000361384,.,.,0,1,.
4244,DCLRE1C,ENST00000378278,.,.,0,1,.
4245,DCP1B,ENST00000280665,.,.,0,1,.
4246,DCTD,ENST00000357067,.,.,0,1,.
4247,DCTN3,ENST00000259632,.,.,0,1,.
4248,DCTN4,ENST00000446090,.,.,0,1,.
4249,DCTN5,ENST00000300087,.,.,0,1,.
4250,DCTPP1,ENST00000319285,.,.,0,1,.
4251,DCUN1D1,ENST00000292782,.,.,0,1,.
4252,DCUN1D2,ENST00000478244,.,.,0,1,.
4253,DCUN1D5,ENST00000260247,.,.,0,1,.
4254,DCX,ENST00000338081,.,.,0,1,.
4255,DCXR,ENST00000306869,.,.,0,1,.
4256,DDAH1,ENST00000284031,.,.,0,1,.
4257,DDAH2,ENST00000375789,.,.,0,1,.
4258,DDHD1,ENST00000323669,.,.,0,1,.
4259,DDHD2,ENST00000397166,.,.,0,1,.
4260,DDN,ENST00000421952,.,.,0,1,.
4261,DDOST,ENST00000375048,.,.,0,1,.
4262,DDR2,ENST00000367922,.,.,0,1,.
4263,DDRGK1,ENST00000354488,.,.,0,1,.
4264,DDT,ENST00000398344,.,.,0,1,.
4265,DDTL,ENST00000215770,.,.,0,1,.
4266,DDX10,ENST00000322536,.,.,0,1,.
4267,DDX11,ENST00000407793,.,.,0,1,.
4268,DDX17,ENST00000396821,.,.,0,1,.
4269,DDX18,ENST00000263239,.,.,0,1,.
4270,DDX19A,ENST00000302243,.,.,0,1,.
4271,DDX19B,ENST00000288071,.,.,0,1,.
4272,DDX20,ENST00000369702,.,.,0,1,.
4273,DDX23,ENST00000308025,.,.,0,1,.
4274,DDX24,ENST00000330836,.,.,0,1,.
4275,DDX25,ENST00000263576,.,.,0,1,.
4276,DDX26B,ENST00000370752,.,.,0,1,.
4277,DDX27,ENST00000371764,.,.,0,1,.
4278,DDX39B,ENST00000396172,.,.,0,1,.
4279,DDX3Y,ENST00000336079,.,.,0,1,.
4280,DDX41,ENST00000507955,.,.,0,1,.
4281,DDX43,ENST00000370336,.,.,0,1,.
4282,DDX47,ENST00000358007,.,.,0,1,.
4283,DDX49,ENST00000247003,.,.,0,1,.
4284,DDX5,ENST00000225792,.,.,0,1,.
4285,DDX50,ENST00000373585,.,.,0,1,.
4286,DDX51,ENST00000397333,.,.,0,1,.
4287,DDX52,ENST00000349699,.,.,0,1,.
4288,DDX53,ENST00000327968,.,.,0,1,.
4289,DDX56,ENST00000258772,.,.,0,1,.
4290,DDX58,ENST00000379883,.,.,0,1,.
4291,DDX59,ENST00000331314,.,.,0,1,.
4292,DDX6,ENST00000264018,.,.,0,1,.
4293,DDX60L,ENST00000260184,.,.,0,1,.
4294,DEAF1,ENST00000382409,.,.,0,1,.
4295,DECR1,ENST00000220764,.,.,0,1,.
4296,DECR2,ENST00000219481,.,.,0,1,.
4297,DEF6,ENST00000316637,.,.,0,1,.
4298,DEGS1,ENST00000323699,.,.,0,1,.
4299,DEGS2,ENST00000305631,.,.,0,1,.
4300,DENND1B,ENST00000367396,.,.,0,1,.
4301,DENND1C,ENST00000381480,.,.,0,1,.
4302,DENND2A,ENST00000275884,.,.,0,1,.
4303,DENND2C,ENST00000393274,.,.,0,1,.
4304,DENND3,ENST00000262585,.,.,0,1,.
4305,DENND4A,ENST00000443035,.,.,0,1,.
4306,DENND5A,ENST00000328194,.,.,0,1,.
4307,DENND5B,ENST00000389082,.,.,0,1,.
4308,DEPDC1,ENST00000456315,.,.,0,1,.
4309,DEPDC1B,ENST00000265036,.,.,0,1,.
4310,DEPDC5,ENST00000382112,.,.,0,1,.
4311,DEPDC7,ENST00000241051,.,.,0,1,.
4312,DERA,ENST00000428559,.,.,0,1,.
4313,DERL1,ENST00000259512,.,.,0,1,.
4314,DERL2,ENST00000158771,.,.,0,1,.
4315,DES,ENST00000373960,.,.,0,1,.
4316,DFFA,ENST00000377038,.,.,0,1,.
4317,DFNA5,ENST00000342947,.,.,0,1,.
4318,DGAT1,ENST00000332324,.,.,0,1,.
4319,DGCR2,ENST00000263196,.,.,0,1,.
4320,DGKA,ENST00000331886,.,.,0,1,.
4321,DGKD,ENST00000264057,.,.,0,1,.
4322,DGKZ,ENST00000532868,.,.,0,1,.
4323,DHCR24,ENST00000371269,.,.,0,1,.
4324,DHCR7,ENST00000355527,.,.,0,1,.
4325,DHDDS,ENST00000360009,.,.,0,1,.
4326,DHFRL1,ENST00000394221,.,.,0,1,.
4327,DHPS,ENST00000210060,.,.,0,1,.
4328,DHRS1,ENST00000288111,.,.,0,1,.
4329,DHRS4,ENST00000313250,.,.,0,1,.
4330,DHRS7,ENST00000216500,.,.,0,1,.
4331,DHRS7C,ENST00000330255,.,.,0,1,.
4332,DHTKD1,ENST00000263035,.,.,0,1,.
4333,DHX15,ENST00000336812,.,.,0,1,.
4334,DHX16,ENST00000376442,.,.,0,1,.
4335,DHX29,ENST00000251636,.,.,0,1,.
4336,DHX32,ENST00000284690,.,.,0,1,.
4337,DHX34,ENST00000328771,.,.,0,1,.
4338,DHX36,ENST00000496811,.,.,0,1,.
4339,DHX37,ENST00000308736,.,.,0,1,.
4340,DHX40,ENST00000251241,.,.,0,1,.
4341,DHX58,ENST00000251642,.,.,0,1,.
4342,DHX8,ENST00000262415,.,.,0,1,.
4343,DIABLO,ENST00000443649,.,.,0,1,.
4344,DIAPH2,ENST00000324765,.,.,0,1,.
4345,DICER1,ENST00000526495,.,.,0,1,.
4346,DIDO1,ENST00000266070,.,.,0,1,.
4347,DIP2A,ENST00000417564,.,.,0,1,.
4348,DIP2C,ENST00000280886,.,.,0,1,.
4349,DIS3,ENST00000377767,.,.,0,1,.
4350,DIS3L,ENST00000319212,.,.,0,1,.
4351,DIS3L2,ENST00000325385,.,.,0,1,.
4352,DISC1,ENST00000535983,.,.,0,1,.
4353,DISP2,ENST00000267889,.,.,0,1,.
4354,DKKL1,ENST00000221498,.,.,0,1,.
4355,DLAT,ENST00000280346,.,.,0,1,.
4356,DLC1,ENST00000276297,.,.,0,1,.
4357,DLD,ENST00000205402,.,.,0,1,.
4358,DLEC1,ENST00000308059,.,.,0,1,.
4359,DLG2,ENST00000376104,.,.,0,1,.
4360,DLG4,ENST00000399510,.,.,0,1,.
4361,DLGAP4,ENST00000373913,.,.,0,1,.
4362,DLL3,ENST00000205143,.,.,0,1,.
4363,DLST,ENST00000334220,.,.,0,1,.
4364,DLX2,ENST00000234198,.,.,0,1,.
4365,DLX3,ENST00000434704,.,.,0,1,.
4366,DLX6,ENST00000518156,.,.,0,1,.
4367,DMAP1,ENST00000372289,.,.,0,1,.
4368,DMBX1,ENST00000360032,.,.,0,1,.
4369,DMD,ENST00000357033,.,.,0,1,.
4370,DMGDH,ENST00000255189,.,.,0,1,.
4371,DMKN,ENST00000339686,.,.,0,1,.
4372,DMRT2,ENST00000382251,.,.,0,1,.
4373,DMRT3,ENST00000190165,.,.,0,1,.
4374,DMRTA1,ENST00000325870,.,.,0,1,.
4375,DMRTA2,ENST00000404795,.,.,0,1,.
4376,DMRTC2,ENST00000269945,.,.,0,1,.
4377,DMXL1,ENST00000311085,.,.,0,1,.
4378,DMXL2,ENST00000543779,.,.,0,1,.
4379,DNAH1,ENST00000420323,.,.,0,1,.
4380,DNAH11,ENST00000328843,.,.,0,1,.
4381,DNAH12,ENST00000466540,.,.,0,1,.
4382,DNAH7,ENST00000312428,.,.,0,1,.
4383,DNAI1,ENST00000242317,.,.,0,1,.
4384,DNAI2,ENST00000446837,.,.,0,1,.
4385,DNAJA2,ENST00000317089,.,.,0,1,.
4386,DNAJA3,ENST00000262375,.,.,0,1,.
4387,DNAJA4,ENST00000394855,.,.,0,1,.
4388,DNAJB1,ENST00000254322,.,.,0,1,.
4389,DNAJB11,ENST00000439351,.,.,0,1,.
4390,DNAJB12,ENST00000338820,.,.,0,1,.
4391,DNAJB2,ENST00000336576,.,.,0,1,.
4392,DNAJB6,ENST00000262177,.,.,0,1,.
4393,DNAJB7,ENST00000307221,.,.,0,1,.
4394,DNAJB9,ENST00000249356,.,.,0,1,.
4395,DNAJC1,ENST00000376980,.,.,0,1,.
4396,DNAJC10,ENST00000264065,.,.,0,1,.
4397,DNAJC12,ENST00000225171,.,.,0,1,.
4398,DNAJC13,ENST00000260818,.,.,0,1,.
4399,DNAJC15,ENST00000379221,.,.,0,1,.
4400,DNAJC17,ENST00000220496,.,.,0,1,.
4401,DNAJC18,ENST00000302060,.,.,0,1,.
4402,DNAJC19,ENST00000382564,.,.,0,1,.
4403,DNAJC2,ENST00000379263,.,.,0,1,.
4404,DNAJC21,ENST00000382021,.,.,0,1,.
4405,DNAJC28,ENST00000314399,.,.,0,1,.
4406,DNAJC5,ENST00000360864,.,.,0,1,.
4407,DNAJC5G,ENST00000296097,.,.,0,1,.
4408,DNAJC9,ENST00000372950,.,.,0,1,.
4409,DNAL1,ENST00000553645,.,.,0,1,.
4410,DNASE1,ENST00000246949,.,.,0,1,.
4411,DNASE1L3,ENST00000318316,.,.,0,1,.
4412,DNASE2B,ENST00000370665,.,.,0,1,.
4413,DNHD1,ENST00000254579,.,.,0,1,.
4414,DNM1L,ENST00000549701,.,.,0,1,.
4415,DNM3,ENST00000358155,.,.,0,1,.
4416,DNMBP,ENST00000324109,.,.,0,1,.
4417,DNMT1,ENST00000359526,.,.,0,1,.
4418,DNMT3A,ENST00000264709,.,.,0,1,.
4419,DNPEP,ENST00000273075,.,.,0,1,.
4420,DNTT,ENST00000371174,.,.,0,1,.
4421,DNTTIP1,ENST00000372622,.,.,0,1,.
4422,DOCK1,ENST00000280333,.,.,0,1,.
4423,DOCK2,ENST00000256935,.,.,0,1,.
4424,DOCK3,ENST00000266037,.,.,0,1,.
4425,DOCK4,ENST00000437633,.,.,0,1,.
4426,DOCK5,ENST00000276440,.,.,0,1,.
4427,DOCK8,ENST00000453981,.,.,0,1,.
4428,DOCK9,ENST00000448493,.,.,0,1,.
4429,DOHH,ENST00000427575,.,.,0,1,.
4430,DOK1,ENST00000233668,.,.,0,1,.
4431,DOK3,ENST00000357198,.,.,0,1,.
4432,DOK4,ENST00000340099,.,.,0,1,.
4433,DOK6,ENST00000382713,.,.,0,1,.
4434,DONSON,ENST00000303071,.,.,0,1,.
4435,DOPEY1,ENST00000349129,.,.,0,1,.
4436,DOPEY2,ENST00000399151,.,.,0,1,.
4437,DPF2,ENST00000528416,.,.,0,1,.
4438,DPH1,ENST00000263083,.,.,0,1,.
4439,DPH2,ENST00000255108,.,.,0,1,.
4440,DPH5,ENST00000370109,.,.,0,1,.
4441,DPM1,ENST00000371588,.,.,0,1,.
4442,DPP10,ENST00000436732,.,.,0,1,.
4443,DPP3,ENST00000360510,.,.,0,1,.
4444,DPP4,ENST00000360534,.,.,0,1,.
4445,DPP8,ENST00000341861,.,.,0,1,.
4446,DPPA4,ENST00000335658,.,.,0,1,.
4447,DPY30,ENST00000342166,.,.,0,1,.
4448,DPYSL2,ENST00000311151,.,.,0,1,.
4449,DPYSL4,ENST00000338492,.,.,0,1,.
4450,DPYSL5,ENST00000288699,.,.,0,1,.
4451,DR1,ENST00000370272,.,.,0,1,.
4452,DRD1,ENST00000393752,.,.,0,1,.
4453,DRD2,ENST00000362072,.,.,0,1,.
4454,DRD3,ENST00000383673,.,.,0,1,.
4455,DRD4,ENST00000176183,.,.,0,1,.
4456,DRG1,ENST00000331457,.,.,0,1,.
4457,DRG2,ENST00000225729,.,.,0,1,.
4458,DRP2,ENST00000395209,.,.,0,1,.
4459,DSC1,ENST00000257198,.,.,0,1,.
4460,DSC2,ENST00000280904,.,.,0,1,.
4461,DSC3,ENST00000360428,.,.,0,1,.
4462,DSCAML1,ENST00000321322,.,.,0,1,.
4463,DSE,ENST00000331677,.,.,0,1,.
4464,DSG3,ENST00000257189,.,.,0,1,.
4465,DSG4,ENST00000359747,.,.,0,1,.
4466,DSTN,ENST00000246069,.,.,0,1,.
4467,DSTYK,ENST00000367162,.,.,0,1,.
4468,DTD1,ENST00000377452,.,.,0,1,.
4469,DTL,ENST00000366991,.,.,0,1,.
4470,DTNA,ENST00000598334,.,.,0,1,.
4471,DTNBP1,ENST00000344537,.,.,0,1,.
4472,DTWD1,ENST00000251250,.,.,0,1,.
4473,DTWD2,ENST00000510708,.,.,0,1,.
4474,DTX3L,ENST00000296161,.,.,0,1,.
4475,DTX4,ENST00000227451,.,.,0,1,.
4476,DUOX2,ENST00000603300,.,.,0,1,.
4477,DUS1L,ENST00000354321,.,.,0,1,.
4478,DUS3L,ENST00000309061,.,.,0,1,.
4479,DUSP1,ENST00000239223,.,.,0,1,.
4480,DUSP10,ENST00000366899,.,.,0,1,.
4481,DUSP12,ENST00000367943,.,.,0,1,.
4482,DUSP14,ENST00000487847,.,.,0,1,.
4483,DUSP16,ENST00000228862,.,.,0,1,.
4484,DUSP28,ENST00000405954,.,.,0,1,.
4485,DUSP3,ENST00000226004,.,.,0,1,.
4486,DUSP4,ENST00000240100,.,.,0,1,.
4487,DUSP5,ENST00000369583,.,.,0,1,.
4488,DUSP7,ENST00000495880,.,.,0,1,.
4489,DUSP8,ENST00000397374,.,.,0,1,.
4490,DUSP9,ENST00000342782,.,.,0,1,.
4491,DUT,ENST00000331200,.,.,0,1,.
4492,DVL1,ENST00000378891,.,.,0,1,.
4493,DVL3,ENST00000313143,.,.,0,1,.
4494,DYDC2,ENST00000372198,.,.,0,1,.
4495,DYM,ENST00000269445,.,.,0,1,.
4496,DYNC1I1,ENST00000324972,.,.,0,1,.
4497,DYNC1I2,ENST00000397119,.,.,0,1,.
4498,DYNC1LI1,ENST00000273130,.,.,0,1,.
4499,DYNC1LI2,ENST00000258198,.,.,0,1,.
4500,DYNC2H1,ENST00000398093,.,.,0,1,.
4501,DYNLL1,ENST00000392509,.,.,0,1,.
4502,DYNLT1,ENST00000367089,.,.,0,1,.
4503,DYRK1B,ENST00000593685,.,.,0,1,.
4504,DYRK2,ENST00000344096,.,.,0,1,.
4505,DYRK3,ENST00000367109,.,.,0,1,.
4506,DYRK4,ENST00000542744,.,.,0,1,.
4507,DYSF,ENST00000410020,.,.,0,1,.
4508,DZANK1,ENST00000262547,.,.,0,1,.
4509,DZIP1,ENST00000347108,.,.,0,1,.
4510,DZIP3,ENST00000361582,.,.,0,1,.
4511,E2F1,ENST00000343380,.,.,0,1,.
4512,E2F2,ENST00000361729,.,.,0,1,.
4513,E2F3,ENST00000346618,.,.,0,1,.
4514,E2F7,ENST00000322886,.,.,0,1,.
4515,E2F8,ENST00000527884,.,.,0,1,.
4516,EAF1,ENST00000396842,.,.,0,1,.
4517,EARS2,ENST00000449606,.,.,0,1,.
4518,EBAG9,ENST00000337573,.,.,0,1,.
4519,ECE1,ENST00000374893,.,.,0,1,.
4520,ECEL1,ENST00000304546,.,.,0,1,.
4521,ECH1,ENST00000221418,.,.,0,1,.
4522,ECHDC2,ENST00000371522,.,.,0,1,.
4523,ECHS1,ENST00000368547,.,.,0,1,.
4524,ECM2,ENST00000344604,.,.,0,1,.
4525,EDAR,ENST00000258443,.,.,0,1,.
4526,EDC3,ENST00000315127,.,.,0,1,.
4527,EDC4,ENST00000358933,.,.,0,1,.
4528,EDDM3B,ENST00000326783,.,.,0,1,.
4529,EDNRA,ENST00000324300,.,.,0,1,.
4530,EDNRB,ENST00000377211,.,.,0,1,.
4531,EEA1,ENST00000322349,.,.,0,1,.
4532,EEF1A2,ENST00000217182,.,.,0,1,.
4533,EEF1D,ENST00000423316,.,.,0,1,.
4534,EEF1E1,ENST00000379715,.,.,0,1,.
4535,EEF1G,ENST00000329251,.,.,0,1,.
4536,EEPD1,ENST00000242108,.,.,0,1,.
4537,EFCAB3,ENST00000450662,.,.,0,1,.
4538,EFCAB5,ENST00000394835,.,.,0,1,.
4539,EFCAB6,ENST00000262726,.,.,0,1,.
4540,EFCAB7,ENST00000371088,.,.,0,1,.
4541,EFEMP2,ENST00000307998,.,.,0,1,.
4542,EFHD1,ENST00000264059,.,.,0,1,.
4543,EFHD2,ENST00000375980,.,.,0,1,.
4544,EFNB1,ENST00000204961,.,.,0,1,.
4545,EFNB2,ENST00000245323,.,.,0,1,.
4546,EFNB3,ENST00000226091,.,.,0,1,.
4547,EFR3A,ENST00000254624,.,.,0,1,.
4548,EFR3B,ENST00000403714,.,.,0,1,.
4549,EFS,ENST00000216733,.,.,0,1,.
4550,EFTUD1,ENST00000268206,.,.,0,1,.
4551,EGF,ENST00000265171,.,.,0,1,.
4552,EGFLAM,ENST00000354891,.,.,0,1,.
4553,EGLN1,ENST00000366641,.,.,0,1,.
4554,EGLN2,ENST00000593726,.,.,0,1,.
4555,EGR1,ENST00000239938,.,.,0,1,.
4556,EGR2,ENST00000242480,.,.,0,1,.
4557,EHBP1L1,ENST00000309295,.,.,0,1,.
4558,EHD1,ENST00000320631,.,.,0,1,.
4559,EHD2,ENST00000263277,.,.,0,1,.
4560,EHD3,ENST00000322054,.,.,0,1,.
4561,EHF,ENST00000533754,.,.,0,1,.
4562,EHMT2,ENST00000375537,.,.,0,1,.
4563,EID1,ENST00000530028,.,.,0,1,.
4564,EID3,ENST00000527879,.,.,0,1,.
4565,EIF1,ENST00000469257,.,.,0,1,.
4566,EIF1AD,ENST00000312234,.,.,0,1,.
4567,EIF2A,ENST00000460851,.,.,0,1,.
4568,EIF2AK2,ENST00000233057,.,.,0,1,.
4569,EIF2AK4,ENST00000263791,.,.,0,1,.
4570,EIF2B2,ENST00000266126,.,.,0,1,.
4571,EIF2B3,ENST00000360403,.,.,0,1,.
4572,EIF2B5,ENST00000273783,.,.,0,1,.
4573,EIF3A,ENST00000369144,.,.,0,1,.
4574,EIF3D,ENST00000216190,.,.,0,1,.
4575,EIF3E,ENST00000220849,.,.,0,1,.
4576,EIF3F,ENST00000533626,.,.,0,1,.
4577,EIF3G,ENST00000253108,.,.,0,1,.
4578,EIF3H,ENST00000521861,.,.,0,1,.
4579,EIF3I,ENST00000373586,.,.,0,1,.
4580,EIF3J,ENST00000261868,.,.,0,1,.
4581,EIF3L,ENST00000412331,.,.,0,1,.
4582,EIF3M,ENST00000531120,.,.,0,1,.
4583,EIF4A2,ENST00000323963,.,.,0,1,.
4584,EIF4A3,ENST00000269349,.,.,0,1,.
4585,EIF4E2,ENST00000258416,.,.,0,1,.
4586,EIF4EBP1,ENST00000338825,.,.,0,1,.
4587,EIF4EBP2,ENST00000373218,.,.,0,1,.
4588,EIF4G1,ENST00000424196,.,.,0,1,.
4589,EIF5AL1,ENST00000520547,.,.,0,1,.
4590,EIF5B,ENST00000289371,.,.,0,1,.
4591,ELAC2,ENST00000338034,.,.,0,1,.
4592,ELAVL1,ENST00000407627,.,.,0,1,.
4593,ELAVL2,ENST00000397312,.,.,0,1,.
4594,ELAVL4,ENST00000448907,.,.,0,1,.
4595,ELF1,ENST00000239882,.,.,0,1,.
4596,ELF3,ENST00000359651,.,.,0,1,.
4597,ELF4,ENST00000308167,.,.,0,1,.
4598,ELFN2,ENST00000402918,.,.,0,1,.
4599,ELK3,ENST00000228741,.,.,0,1,.
4600,ELK4,ENST00000357992,.,.,0,1,.
4601,ELL,ENST00000262809,.,.,0,1,.
4602,ELMO2,ENST00000290246,.,.,0,1,.
4603,ELMO3,ENST00000393997,.,.,0,1,.
4604,ELMOD3,ENST00000315658,.,.,0,1,.
4605,ELP2,ENST00000442325,.,.,0,1,.
4606,ELP3,ENST00000256398,.,.,0,1,.
4607,ELP4,ENST00000350638,.,.,0,1,.
4608,EMB,ENST00000303221,.,.,0,1,.
4609,EMC1,ENST00000477853,.,.,0,1,.
4610,EMC4,ENST00000267750,.,.,0,1,.
4611,EMD,ENST00000369842,.,.,0,1,.
4612,EMILIN2,ENST00000254528,.,.,0,1,.
4613,EMILIN3,ENST00000332312,.,.,0,1,.
4614,EML3,ENST00000394773,.,.,0,1,.
4615,EML5,ENST00000554922,.,.,0,1,.
4616,EML6,ENST00000356458,.,.,0,1,.
4617,ENAH,ENST00000366844,.,.,0,1,.
4618,ENAM,ENST00000396073,.,.,0,1,.
4619,ENC1,ENST00000302351,.,.,0,1,.
4620,ENDOD1,ENST00000278505,.,.,0,1,.
4621,ENG,ENST00000373203,.,.,0,1,.
4622,ENGASE,ENST00000579016,.,.,0,1,.
4623,ENO2,ENST00000535366,.,.,0,1,.
4624,ENO3,ENST00000323997,.,.,0,1,.
4625,ENO4,ENST00000409522,.,.,0,1,.
4626,ENOX1,ENST00000261488,.,.,0,1,.
4627,ENPEP,ENST00000265162,.,.,0,1,.
4628,ENPP1,ENST00000360971,.,.,0,1,.
4629,ENPP2,ENST00000259486,.,.,0,1,.
4630,ENPP3,ENST00000414305,.,.,0,1,.
4631,ENPP4,ENST00000321037,.,.,0,1,.
4632,ENTHD2,ENST00000300714,.,.,0,1,.
4633,ENTPD4,ENST00000358689,.,.,0,1,.
4634,ENTPD6,ENST00000376652,.,.,0,1,.
4635,ENY2,ENST00000521688,.,.,0,1,.
4636,EPAS1,ENST00000263734,.,.,0,1,.
4637,EPB41L1,ENST00000338074,.,.,0,1,.
4638,EPB41L4A,ENST00000507810,.,.,0,1,.
4639,EPB41L4B,ENST00000374566,.,.,0,1,.
4640,EPB41L5,ENST00000263713,.,.,0,1,.
4641,EPB42,ENST00000300215,.,.,0,1,.
4642,EPG5,ENST00000282041,.,.,0,1,.
4643,EPHA1,ENST00000275815,.,.,0,1,.
4644,EPHA3,ENST00000336596,.,.,0,1,.
4645,EPHA4,ENST00000281821,.,.,0,1,.
4646,EPHA5,ENST00000273854,.,.,0,1,.
4647,EPHA6,ENST00000389672,.,.,0,1,.
4648,EPHA7,ENST00000369303,.,.,0,1,.
4649,EPHA8,ENST00000166244,.,.,0,1,.
4650,EPHB1,ENST00000398015,.,.,0,1,.
4651,EPHB2,ENST00000374632,.,.,0,1,.
4652,EPHB4,ENST00000358173,.,.,0,1,.
4653,EPHB6,ENST00000392957,.,.,0,1,.
4654,EPM2A,ENST00000367519,.,.,0,1,.
4655,EPM2AIP1,ENST00000322716,.,.,0,1,.
4656,EPN1,ENST00000411543,.,.,0,1,.
4657,EPN3,ENST00000268933,.,.,0,1,.
4658,EPO,ENST00000252723,.,.,0,1,.
4659,EPOR,ENST00000222139,.,.,0,1,.
4660,EPS8L1,ENST00000201647,.,.,0,1,.
4661,EPS8L2,ENST00000533256,.,.,0,1,.
4662,EPS8L3,ENST00000369805,.,.,0,1,.
4663,EPSTI1,ENST00000313640,.,.,0,1,.
4664,ERAL1,ENST00000254928,.,.,0,1,.
4665,ERAP1,ENST00000296754,.,.,0,1,.
4666,ERBB2,ENST00000269571,.,.,0,1,.
4667,ERCC2,ENST00000391945,.,.,0,1,.
4668,ERCC4,ENST00000311895,.,.,0,1,.
4669,ERCC5,ENST00000355739,.,.,0,1,.
4670,ERCC8,ENST00000265038,.,.,0,1,.
4671,ERG,ENST00000417133,.,.,0,1,.
4672,ERGIC1,ENST00000393784,.,.,0,1,.
